Id,items-links-href,Address,Address-city,Price,Year,SqMtr,Rooms,Code
1547412159-1436,https://www.funda.nl/koop/verkocht/delft/appartement-40895981-hugo-de-grootstraat-274/?navigateSource=resultlist,Hugo de Grootstraat 274,2613 VB Delft,"225,000",1930,73,3,2613
1547409835-921,https://www.funda.nl/koop/verkocht/delft/appartement-40545498-bosboom-toussaintplein-48/?navigateSource=resultlist,Bosboom-Toussaintplein 48,2624 DE Delft,"162,500",1965,65,3,2624
1547409877-931,https://www.funda.nl/koop/verkocht/delft/appartement-40442836-jacoba-van-beierenlaan-149/?navigateSource=resultlist,Jacoba van Beierenlaan 149,2613 JD Delft,"159,500",1964,66,3,2613
1547412851-1590,https://www.funda.nl/koop/verkocht/delft/appartement-40876875-jan-campertlaan-119/?navigateSource=resultlist,Jan Campertlaan 119,2624 PB Delft,"240,000",1972,116,5,2624
1547408128-552,https://www.funda.nl/koop/verkocht/delft/huis-49383408-gelukkig-slot-bouwnr-35/?navigateSource=resultlist,Happy Slot (Building No. 35),2614 SR Delft,"480,000",2018,175,5,2614
1547410708-1115,https://www.funda.nl/koop/verkocht/delft/huis-40593034-togostraat-29/?navigateSource=resultlist,Togostraat 29,2622 EX Delft,"235,000",1984,92,5,2622
1547412780-1574,https://www.funda.nl/koop/verkocht/delft/appartement-40828021-caspar-fagelstraat-23/?navigateSource=resultlist,Caspar Fagelstraat 23,2613 GT Delft,"259,000",1930,76,2,2613
1547410138-989,https://www.funda.nl/koop/verkocht/delft/huis-40682559-prof-bosschastraat-17/?navigateSource=resultlist,Prof. dr. Bosschastraat 17,2628 HL Delft,"350,000",2007,129,4,2628
1547409312-811,https://www.funda.nl/koop/verkocht/delft/huis-49378003-marlot-de-zeel-bouwnr-10/?navigateSource=resultlist,Marlot De Zeel (Building No. 10),2614 Delft,"337,000",2018,123,5,2614
1547409571-865,https://www.funda.nl/koop/verkocht/delft/huis-40563193-namibiestraat-4/?navigateSource=resultlist,Namibiëstraat 4,2622 LD Delft,"315,000",1990,121,6,2622
1547408614-659,https://www.funda.nl/koop/verkocht/delft/huis-40431395-molensingel-46/?navigateSource=resultlist,Molensingel 46,2614 LB Delft,"425,000",2006,150,6,2614
1547408242-577,https://www.funda.nl/koop/verkocht/delft/appartement-49383103-abtsregt-21/?navigateSource=resultlist,Abtsregt 21,2622 KN Delft,"625,000",2005,235,4,2622
1547411015-1184,https://www.funda.nl/koop/verkocht/delft/appartement-49086116-bouwnummer-bouwnr-4/?navigateSource=resultlist,Building number (Building No. 4),2613 SS Delft,"429,379",2018,110,4,2613
1547409262-799,https://www.funda.nl/koop/verkocht/delft/huis-40524700-buitenwatersloot-146/?navigateSource=resultlist,Buitenwatersloot 146,2613 SV Delft,"159,000",1906,38,3,2613
1547410611-1094,https://www.funda.nl/koop/verkocht/delft/appartement-40693307-pijperring-244/?navigateSource=resultlist,Piper ring 244,2625 ES Delft,"112,500",1969,86,4,2625
1547408580-651,https://www.funda.nl/koop/verkocht/delft/huis-40551742-nieuwe-langendijk-67-69/?navigateSource=resultlist,New Langendijk 67 69,2611 VJ Delft,"285,000",1906,117,4,2611
1547411947-1391,https://www.funda.nl/koop/verkocht/delft/huis-40524403-klinkerbuurt-3-fase-2-bouwnr-90/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building number 90),2628 ZT Delft,"453,500",2018,161,5,2628
1547407597-434,https://www.funda.nl/koop/verkocht/delft/huis-86835706-gerbrandylaan-34/?navigateSource=resultlist,Gerbrandylaan 34,2625 LR Delft,"749,000",1969,297,4,2625
1547409700-891,https://www.funda.nl/koop/verkocht/delft/appartement-40662299-bouwnummer-bouwnr-233/?navigateSource=resultlist,Building number (Building No. 233),2611 BV Delft,"209,000",2018,47,1,2611
1547408901-721,https://www.funda.nl/koop/verkocht/delft/appartement-40426560-van-adrichemstraat-259/?navigateSource=resultlist,Van Adrichemstraat 259,2614 BP Delft,"121,500",1964,55,2,2614
1547413268-1675,https://www.funda.nl/koop/verkocht/delft/huis-40829706-mexicohof-17/?navigateSource=resultlist,Mexicohof 17,2622 AE Delft,"274,500",1981,119,5,2622
1547413050-1632,https://www.funda.nl/koop/verkocht/delft/huis-40839605-broederstiende-23/?navigateSource=resultlist,Brother 23,2314 MG Delft,"340,000",2010,125,4,2314
1547407808-481,https://www.funda.nl/koop/verkocht/delft/huis-40460063-tuindersvaart-38/?navigateSource=resultlist,Gardening 38,2614 SK Delft,"385,000",2014,146,5,2614
1547413107-1641,https://www.funda.nl/koop/verkocht/delft/huis-40843608-kristalweg-104/?navigateSource=resultlist,Kristalweg 104,2614 SG Delft,"375,000",2011,126,5,2614
1547411180-1220,https://www.funda.nl/koop/verkocht/delft/appartement-40589023-guldenwater-1-bouwnr-1101/?navigateSource=resultlist,Guldenwater 1 (Building No. 1101),2613 JV Delft,"327,000",2018,78,3,2613
1547410762-1128,https://www.funda.nl/koop/verkocht/delft/appartement-40693302-pijperring-200/?navigateSource=resultlist,Piper ring 200,2625 EP Delft,"108,750",1969,86,4,2625
1547410729-1120,https://www.funda.nl/koop/verkocht/delft/huis-40612716-laan-van-overvest-35/?navigateSource=resultlist,Laan van Overvest 35,2613 DK Delft,"245,000",1900,66,3,2613
1547413180-1656,https://www.funda.nl/koop/verkocht/delft/huis-40842622-mienette-stormstraat-73/?navigateSource=resultlist,Mienette Stormstraat 73,2614 HS Delft,"324,500",1988,110,5,2614
1547409295-807,https://www.funda.nl/koop/verkocht/delft/huis-49378099-marlot-de-zeel-bouwnr-6/?navigateSource=resultlist,Marlot De Zeel (Building No. 6),2614 Delft,"330,500",2018,123,5,2614
1547412736-1564,https://www.funda.nl/koop/verkocht/delft/huis-40894802-zuideinde-86/?navigateSource=resultlist,Zuideinde 86,2627 AG Delft,"595,000",1650,131,6,2627
1547412606-1535,https://www.funda.nl/koop/verkocht/delft/huis-40804425-raad-van-europalaan-13/?navigateSource=resultlist,Council of Europalaan 13,2625 PA Delft,"465,000",1998,205,5,2625
1547408774-694,https://www.funda.nl/koop/verkocht/delft/appartement-40599414-van-der-lelijstraat-39/?navigateSource=resultlist,Van der Lelijstraat 39,2614 EE Delft,"187,500",1957,80,4,2614
1547408318-594,https://www.funda.nl/koop/verkocht/delft/appartement-49270752-bantulaan-2/?navigateSource=resultlist,Bantulaan 2,2622 LN Delft,"219,000",1990,98,3,2622
1547412357-1480,https://www.funda.nl/koop/verkocht/delft/huis-40733671-carthuyzerstraat-19/?navigateSource=resultlist,Carthuyzerstraat 19,2613 PA Delft,"239,000",1899,63,3,2613
1547409931-943,https://www.funda.nl/koop/verkocht/delft/appartement-40680132-de-eendracht-7/?navigateSource=resultlist,De Eendracht 7,2614 LX Delft,"395,000",2009,113,3,2614
1547413301-1683,https://www.funda.nl/koop/verkocht/delft/appartement-40905214-gandhilaan-30/?navigateSource=resultlist,Gandhilaan 30,2622 GE Delft,"125,000",1986,47,2,2622
1547409797-913,https://www.funda.nl/koop/verkocht/delft/appartement-40405038-graaf-floriskade-62-xxxx/?navigateSource=resultlist,Count Floriskade 62 xxxx,2613 JV Delft,"459,500",2018,114,3,2613
1547410472-1063,https://www.funda.nl/koop/verkocht/delft/huis-40524404-klinkerbuurt-3-fase-2-bouwnr-91/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 91),2628 ZT Delft,"461,000",2018,161,5,2628
1547413285-1679,https://www.funda.nl/koop/verkocht/delft/huis-40819215-gaaistraat-4/?navigateSource=resultlist,Gaaistraat 4,2623 HH Delft,"250,000",1980,98,4,2623
1547411546-1302,https://www.funda.nl/koop/verkocht/delft/appartement-40712003-aan-t-verlaat-11/?navigateSource=resultlist,Aan 't Verlaat 11,2612 ZA Delft,"175,000",1988,63,3,2612
1547408597-655,https://www.funda.nl/koop/verkocht/delft/huis-40428951-arnoldstraat-6/?navigateSource=resultlist,Arnoldstraat 6,2613 DW Delft,"239,500",1903,84,4,2613
1547411550-1303,https://www.funda.nl/koop/verkocht/delft/huis-40616936-lepelaarstraat-28/?navigateSource=resultlist,Lepelaarstraat 28,2623 NX Delft,"265,000",1980,103,5,2623
1547411517-1295,https://www.funda.nl/koop/verkocht/delft/appartement-40857011-van-lodensteynstraat-148/?navigateSource=resultlist,Van Lodensteynstraat 148,2612 SK Delft,"147,500",1958,58,3,2612
1547410737-1122,https://www.funda.nl/koop/verkocht/delft/huis-40616329-leehoeve-26/?navigateSource=resultlist,Leehoeve 26,2614 MH Delft,"369,000",2010,133,5,2614
1547410712-1116,https://www.funda.nl/koop/verkocht/delft/appartement-85444179-azielaan-235/?navigateSource=resultlist,Aziëlaan 235,2622 JL Delft,"195,000",1988,80,3,2622
1547409952-948,https://www.funda.nl/koop/verkocht/delft/appartement-40500703-oosteinde-27/?navigateSource=resultlist,Oosteinde 27,2611 VA Delft,"355,000",1880,85,3,2611
1547409070-758,https://www.funda.nl/koop/verkocht/delft/appartement-40536464-oude-delft-43-b/?navigateSource=resultlist,Oude Delft 43 b,2611 BC Delft,"300,000",1980,103,4,2611
1547410965-1173,https://www.funda.nl/koop/verkocht/delft/appartement-40856355-persijnlaan-74/?navigateSource=resultlist,Persijnlaan 74,2614 AD Delft,"175,000",1957,62,3,2614
1547412235-1453,https://www.funda.nl/koop/verkocht/delft/huis-40650519-oude-delft-148/?navigateSource=resultlist,Oude Delft 148,2611 HG Delft,"895,000",1650,224,7,2611
1547409780-909,https://www.funda.nl/koop/verkocht/delft/appartement-40532716-hoflandendreef-177/?navigateSource=resultlist,Hoflandendreef 177,2614 MS Delft,"235,000",2010,88,3,2614
1547407606-436,https://www.funda.nl/koop/verkocht/delft/appartement-49340902-zuidwal-29/?navigateSource=resultlist,Zuidwal 29,2611 DD Delft,"289,000",2004,87,4,2611
1547408740-687,https://www.funda.nl/koop/verkocht/delft/huis-49185777-voorstraat-70/?navigateSource=resultlist,Voorstraat 70,2611 JS Delft,"1,125,000",1906,347,10,2611
1547410176-997,https://www.funda.nl/koop/verkocht/delft/appartement-40657853-van-der-lelijstraat-51-i/?navigateSource=resultlist,Van der Lelijstraat 51 I,2614 EE Delft,"175,000",1957,81,4,2614
1547411719-1340,https://www.funda.nl/koop/verkocht/delft/huis-49343765-oude-delft-130/?navigateSource=resultlist,Oude Delft 130,2611 CG Delft,"880,000",1906,198,9,2611
1547412784-1575,https://www.funda.nl/koop/verkocht/delft/huis-40813887-churchilllaan-42/?navigateSource=resultlist,Churchilllaan 42,2625 GW Delft,"259,000",1969,118,5,2625
1547412931-1608,https://www.funda.nl/koop/verkocht/delft/huis-40693960-justus-van-schoonhovenstraat-26/?navigateSource=resultlist,Justus van Schoonhovenstraat 26,2613 NZ Delft,"349,000",1940,91,4,2613
1547409099-765,https://www.funda.nl/koop/verkocht/delft/appartement-40551991-montgomerylaan-40/?navigateSource=resultlist,Montgomerylaan 40,2625 PN Delft,"215,000",1973,116,5,2625
1547410998-1180,https://www.funda.nl/koop/verkocht/delft/huis-40403688-prunuslaan-82/?navigateSource=resultlist,Prunuslaan 82,2612 VR Delft,"389,500",2012,144,5,2612
1547412661-1548,https://www.funda.nl/koop/verkocht/delft/huis-86357893-molstraat-42/?navigateSource=resultlist,Molstraat 42,2611 EN Delft,"399,000",1874,159,6,2611
1547412830-1585,https://www.funda.nl/koop/verkocht/delft/huis-40842205-spoorsingel-83/?navigateSource=resultlist,Spoorsingel 83,2613 BB Delft,"895,000",1895,225,7,2613
1547411618-1318,https://www.funda.nl/koop/verkocht/delft/huis-40869623-jan-de-wittstraat-37/?navigateSource=resultlist,Jan de Wittstraat 37,2613 TP Delft,"265,000",1923,76,4,2613
1547411310-1249,https://www.funda.nl/koop/verkocht/delft/appartement-40625128-straat-van-ormoes-81/?navigateSource=resultlist,Street of Ormoes 81,2622 KC Delft,"245,000",1992,81,3,2622
1547411500-1292,https://www.funda.nl/koop/verkocht/delft/appartement-40860006-bosboom-toussaintplein-29/?navigateSource=resultlist,Bosboom-Toussaintplein 29,2624 DD Delft,"135,000",1966,66,3,2624
1547411352-1259,https://www.funda.nl/koop/verkocht/delft/appartement-40713450-simonsstraat-89/?navigateSource=resultlist,Simonsstraat 89,2628 TG Delft,"175,000",1921,60,2,2628
1547410505-1070,https://www.funda.nl/koop/verkocht/delft/huis-40687800-wielengahof-8/?navigateSource=resultlist,Wielengahof 8,2625 LJ Delft,"325,000",1971,128,5,2625
1547409472-846,https://www.funda.nl/koop/verkocht/delft/appartement-40520144-wijnhaven-8-a/?navigateSource=resultlist,Wijnhaven 8 A,2611 CR Delft,"340,000",1906,86,3,2611
1547409300-808,https://www.funda.nl/koop/verkocht/delft/huis-49378090-marlot-de-zeel-bouwnr-7/?navigateSource=resultlist,Marlot De Zeel (Building No. 7),2614 Delft,"327,000",2018,123,5,2614
1547411909-1383,https://www.funda.nl/koop/verkocht/delft/huis-49371510-oude-delft-212/?navigateSource=resultlist,Oude Delft 212,2611 HJ Delft,"799,000",1906,250,10,2611
1547413024-1628,https://www.funda.nl/koop/verkocht/delft/appartement-40837484-schubertlaan-234/?navigateSource=resultlist,Schubertlaan 234,2625 WC Delft,"114,750",1982,66,3,2625
1547407858-492,https://www.funda.nl/koop/verkocht/delft/appartement-40477407-jacoba-van-beierenlaan-177/?navigateSource=resultlist,Jacoba van Beieren Avenue 177,2613 JE Delft,"129,000",1961,66,3,2613
1547407736-465,https://www.funda.nl/koop/verkocht/delft/huis-49393101-raamstraat-122/?navigateSource=resultlist,Raamstraat 122,2613 SG Delft,"300,000",1934,92,4,2613
1547413137-1648,https://www.funda.nl/koop/verkocht/delft/appartement-40901512-willem-van-aelststraat-17/?navigateSource=resultlist,Willem van Aelststraat 17,2612 HR Delft,"225,000",1956,63,3,2612
1547408330-597,https://www.funda.nl/koop/verkocht/delft/appartement-40426846-aletta-jacobsstraat-28/?navigateSource=resultlist,Aletta Jacobsstraat 28,2614 HG Delft,"189,000",1988,73,3,2614
1547411491-1290,https://www.funda.nl/koop/verkocht/delft/appartement-40535733-van-blommesteinstraat-6-b/?navigateSource=resultlist,Van Blommesteinstraat 6 b,2614 ER Delft,"189,000",1957,89,4,2614
1547411146-1213,https://www.funda.nl/koop/verkocht/delft/appartement-40589013-guldenwater-1-bouwnr-1091/?navigateSource=resultlist,Guldenwater 1 (Building No. 1091),2613 JV Delft,"323,000",2018,78,3,2613
1547408398-611,https://www.funda.nl/koop/verkocht/delft/appartement-40417862-meeslaan-18/?navigateSource=resultlist,Meeslaan 18,2613 ZD Delft,"175,000",1970,60,3,2613
1547412492-1510,https://www.funda.nl/koop/verkocht/delft/appartement-40891078-hoflandendreef-347/?navigateSource=resultlist,Hoflandendreef 347,2614 MT Delft,"242,500",2010,91,3,2614
1547408407-613,https://www.funda.nl/koop/verkocht/delft/appartement-40413061-pijperring-95/?navigateSource=resultlist,Piper ring 95,2625 EH Delft,"93,750",1969,74,3,2625
1547409553-861,https://www.funda.nl/koop/verkocht/delft/huis-40583069-rietveld-88/?navigateSource=resultlist,Rietveld 88,2611 LN Delft,"619,000",1906,159,5,2611
1547411125-1208,https://www.funda.nl/koop/verkocht/delft/appartement-40624166-westvest-73/?navigateSource=resultlist,Westvest 73,2611 AZ Delft,"169,000",1975,50,1,2611
1547411694-1335,https://www.funda.nl/koop/verkocht/delft/appartement-40867994-raamstraat-6/?navigateSource=resultlist,Raamstraat 6,2613 SC Delft,"148,000",1984,55,3,2613
1547409637-879,https://www.funda.nl/koop/verkocht/delft/appartement-40681649-hendrik-tollensstraat-402/?navigateSource=resultlist,Hendrik Tollensstraat 402,2624 BX Delft,"150,000",1968,65,3,2624
1547412771-1572,https://www.funda.nl/koop/verkocht/delft/appartement-40806459-c-fockstraat-83/?navigateSource=resultlist,C. Fockstraat 83,2613 DD Delft,"279,000",1925,88,5,2613
1547410590-1089,https://www.funda.nl/koop/verkocht/delft/huis-40609710-isaac-da-costalaan-4/?navigateSource=resultlist,Isaäc da Costalaan 4,2624 ZD Delft,"309,000",1967,142,7,2624
1547410248-1013,https://www.funda.nl/koop/verkocht/delft/huis-40678546-drukkerijlaan-17/?navigateSource=resultlist,Drukkerijlaan 17,2627 CN Delft,"600,000",2005,175,6,2627
1547412809-1580,https://www.funda.nl/koop/verkocht/delft/huis-40867830-gerard-van-loonstraat-13/?navigateSource=resultlist,Gerard van Loonstraat 13,2612 HV Delft,"205,000",1915,72,4,2612
1547410893-1157,https://www.funda.nl/koop/verkocht/delft/appartement-40596848-julianalaan-90/?navigateSource=resultlist,Julianalaan 90,2628 BJ Delft,"379,000",1925,150,6,2628
1547412100-1423,https://www.funda.nl/koop/verkocht/delft/huis-40704289-adriaan-pauwstraat-60/?navigateSource=resultlist,Adriaan Pauwstraat 60,2613 DB Delft,"432,500",1930,125,5,2613
1547409923-941,https://www.funda.nl/koop/verkocht/delft/huis-40532382-hendrik-casimirstraat-12/?navigateSource=resultlist,Hendrik Casimirstraat 12,2628 KJ Delft,"285,000",1950,100,5,2628
1547412399-1489,https://www.funda.nl/koop/verkocht/delft/huis-40898530-van-bleyswijckstraat-22/?navigateSource=resultlist,Van Bleyswijckstraat 22,2613 RS Delft,"365,000",1900,104,4,2613
1547410463-1061,https://www.funda.nl/koop/verkocht/delft/huis-40557012-roerdomphof-2/?navigateSource=resultlist,Roerdomphof 2,2623 NP Delft,"269,000",1980,102,5,2623
1547410075-975,https://www.funda.nl/koop/verkocht/delft/appartement-40662203-bouwnummer-bouwnr-329/?navigateSource=resultlist,Building number (Building No. 329),2611 BV Delft,"199,000",2018,37,1,2611
1547408529-640,https://www.funda.nl/koop/verkocht/delft/appartement-40479254-superlofts-fase-ii-bouwnr-5/?navigateSource=resultlist,Superlofts Phase II (Building No. 5),2613 RT Delft,"439,500",2018,107,3,2613
1547410653-1103,https://www.funda.nl/koop/verkocht/delft/huis-40678680-egelsingel-44/?navigateSource=resultlist,Egelsingel 44,2623 BL Delft,"225,000",1977,83,3,2623
1547409990-956,https://www.funda.nl/koop/verkocht/delft/appartement-40539942-van-foreestweg-254/?navigateSource=resultlist,Van Foreestweg 254,2614 CM Delft,"175,000",1959,67,3,2614
1547412999-1623,https://www.funda.nl/koop/verkocht/delft/appartement-40837272-vaandelstraat-5/?navigateSource=resultlist,Vaandelstraat 5,2611 BW Delft,"400,000",1994,118,3,2611
1547412028-1407,https://www.funda.nl/koop/verkocht/delft/huis-40750375-klinkerbuurt-3-fase-2-bouwnr-89/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 89),2628 ZT Delft,"452,500",2018,161,5,2628
1547408263-582,https://www.funda.nl/koop/verkocht/delft/appartement-49299072-westplantsoen-158/?navigateSource=resultlist,Westplantsoen 158,2613 GR Delft,"425,000",1944,186,7,2613
1547408069-539,https://www.funda.nl/koop/verkocht/delft/huis-49383494-gelukkig-slot-bouwnr-7/?navigateSource=resultlist,Happy Slot (Building No. 7),2614 SR Delft,"410,000",2018,175,7,2614
1547410872-1152,https://www.funda.nl/koop/verkocht/delft/appartement-40703214-bastiaansplein-75/?navigateSource=resultlist,Bastiaansplein 75,2611 DC Delft,"429,000",2005,121,4,2611
1547408715-681,https://www.funda.nl/koop/verkocht/delft/huis-40441076-amazoneweg-80/?navigateSource=resultlist,Amazoneweg 80,2622 DT Delft,"290,000",1993,130,6,2622
1547408694-677,https://www.funda.nl/koop/verkocht/delft/appartement-40586266-beethovenlaan-178/?navigateSource=resultlist,Beethovenlaan 178,2625 RV Delft,"104,550",1969,75,3,2625
1547412075-1417,https://www.funda.nl/koop/verkocht/delft/huis-40524421-klinkerbuurt-3-fase-2-bouwnr-96/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 96),2628 ZT Delft,"363,000",2018,126,4,2628
1547409515-853,https://www.funda.nl/koop/verkocht/delft/appartement-40582747-balistraat-19/?navigateSource=resultlist,Balistraat 19,2612 ED Delft,"199,000",1970,73,3,2612
1547412496-1511,https://www.funda.nl/koop/verkocht/delft/huis-49373144-koornmarkt-89-89a/?navigateSource=resultlist,Koornmarkt 89 89a,2611 ED Delft,"950,000",1906,296,9,2611
