web-scraper-order,items-links-href,Address,Address-city,Code,Price,Year,SqMtr,Rooms,Energy,Plot,Floors,Surface
1547467769-2368,https://www.funda.nl/koop/verkocht/delft/huis-49659833-noordeinde-3/?navigateSource=resultlist,Noordeinde 3 2611 KE Delft,2611 KE Delft,2611,1495000,1906,362,9,E,12,1,260
1547469895-2787,https://www.funda.nl/koop/verkocht/delft/huis-40805911-lambarenestraat-29/?navigateSource=resultlist,Lambarenestraat 29 2622 DN Delft,2622 DN Delft,2622,335000,1990,122,5,C,8,1,116
1547467632-2342,https://www.funda.nl/koop/verkocht/delft/huis-40414965-botswanastraat-11/?navigateSource=resultlist,Botswanastraat 11 2622 LE Delft,2622 LE Delft,2622,309000,1990,132,5,C,4,1,134
1547468408-2492,https://www.funda.nl/koop/verkocht/delft/huis-49066208-zuiverwonen-k7-bouwnummer-7/?navigateSource=resultlist,ZuiverWonen (K7) Bouwnummer 7 2614 KH Delft,2614 KH Delft,2614,719800,2018,160,1,A,504,1,0
1547468177-2449,https://www.funda.nl/koop/verkocht/delft/huis-40584337-argentiniestraat-55/?navigateSource=resultlist,Argentiniëstraat 55 2622 AT Delft,2622 AT Delft,2622,255000,1982,103,5,C,117,1,117
1547467861-2386,https://www.funda.nl/koop/verkocht/delft/huis-40456124-molukkenstraat-2/?navigateSource=resultlist,Molukkenstraat 2 2612 EC Delft,2612 EC Delft,2612,440000,1944,134,6,F,2,1,121
1547467474-2310,https://www.funda.nl/koop/verkocht/delft/huis-40403997-pelikaansingel-18/?navigateSource=resultlist,Pelikaansingel 18 2623 JH Delft,2623 JH Delft,2623,250000,1987,84,4,C,111,1,111
1547469369-2681,https://www.funda.nl/koop/verkocht/delft/huis-40524407-klinkerbuurt-3-fase-2-bouwnr-100/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 100) 2628 ZT Delft,2628 ZT Delft,2628,447500,2018,161,5,A,402,1,0
1547467146-2245,https://www.funda.nl/koop/verkocht/delft/huis-40401341-de-vriesstraat-7/?navigateSource=resultlist,De Vriesstraat 7 2613 CA Delft,2613 CA Delft,2613,430000,1936,118,6,F,3,1,109
1547469569-2722,https://www.funda.nl/koop/verkocht/delft/huis-40876783-plateelstraat-2-a/?navigateSource=resultlist,Plateelstraat 2 a 2613 PS Delft,2613 PS Delft,2613,245000,1905,63,4,F,62,1,62
1547469802-2768,https://www.funda.nl/koop/verkocht/delft/huis-40864224-oranje-plantage-44/?navigateSource=resultlist,Oranje Plantage 44 2611 TL Delft,2611 TL Delft,2611,735000,1885,185,8,F,6,1,140
1547469355-2678,https://www.funda.nl/koop/verkocht/delft/huis-40524492-klinkerbuurt-3-fase-2-bouwnr-89/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 89) 2628 ZT Delft,2628 ZT Delft,2628,452500,2018,161,5,A,402,1,0
1547467642-2344,https://www.funda.nl/koop/verkocht/delft/huis-86928373-van-der-kamlaan-25/?navigateSource=resultlist,Van der Kamlaan 25 2625 KM Delft,2625 KM Delft,2625,359000,1969,116,5,C,166,1,166
1547467520-2319,https://www.funda.nl/koop/verkocht/delft/huis-40428951-arnoldstraat-6/?navigateSource=resultlist,Arnoldstraat 6 2613 DW Delft,2613 DW Delft,2613,239500,1903,84,4,F,51,1,51
1547469560-2720,https://www.funda.nl/koop/verkocht/delft/huis-40817637-koepoortstraat-48-a/?navigateSource=resultlist,Koepoortstraat 48 a 2612 HT Delft,2612 HT Delft,2612,469500,1936,136,5,G,167,3,113
1547468191-2452,https://www.funda.nl/koop/verkocht/delft/huis-40659384-prof-oudemansstraat-86/?navigateSource=resultlist,Prof. Oudemansstraat 86 2628 KG Delft,2628 KG Delft,2628,275000,1949,81,4,E,5,1,126
1547468942-2597,https://www.funda.nl/koop/verkocht/delft/huis-40714195-mahlerstraat-20/?navigateSource=resultlist,Mahlerstraat 20 2625 AS Delft,2625 AS Delft,2625,245000,1974,116,4,C,128,1,128
1547467007-2218,https://www.funda.nl/koop/verkocht/delft/huis-49326112-hazenlaan-12/?navigateSource=resultlist,Hazenlaan 12 2623 BH Delft,2623 BH Delft,2623,269500,1977,123,5,C,131,1,131
1547467371-2290,https://www.funda.nl/koop/verkocht/delft/huis-49384985-sabangstraat-22/?navigateSource=resultlist,Sabangstraat 22 2612 BK Delft,2612 BK Delft,2612,300000,1935,105,5,G,102,1,102
1547468769-2562,https://www.funda.nl/koop/verkocht/delft/huis-40589900-floris-bouwnr-5/?navigateSource=resultlist,Floris (Bouwnr. 5) 2613 JV Delft,2613 JV Delft,2613,545000,2018,149,6,A,550,1,0
1547466956-2209,https://www.funda.nl/koop/verkocht/delft/huis-49216134-buitenwatersloot-326/?navigateSource=resultlist,Buitenwatersloot 326 2614 GR Delft,2614 GR Delft,2614,765000,1986,140,4,C,2,2,763
1547467921-2398,https://www.funda.nl/koop/verkocht/delft/huis-49378092-marlot-de-zeel-bouwnr-9/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 9) 2614 Delft,2614 Delft,2614,347000,2018,123,5,A,332,1,0
1547469844-2777,https://www.funda.nl/koop/verkocht/delft/huis-40808216-plateelstraat-20/?navigateSource=resultlist,Plateelstraat 20 2613 PS Delft,2613 PS Delft,2613,325000,1889,87,5,D,66,1,66
1547470109-2830,https://www.funda.nl/koop/verkocht/delft/huis-40842622-mienette-stormstraat-73/?navigateSource=resultlist,Mienette Stormstraat 73 2614 HS Delft,2614 HS Delft,2614,324500,1988,110,5,C,106,2,106
1547468478-2505,https://www.funda.nl/koop/verkocht/delft/huis-40499918-henry-dunantlaan-20/?navigateSource=resultlist,Henry Dunantlaan 20 2614 Delft,2614 Delft,2614,352000,2011,142,7,A,383,3,0
1547467802-2375,https://www.funda.nl/koop/verkocht/delft/huis-40570192-cellebroerstraat-7/?navigateSource=resultlist,Cellebroerstraat 7 2611 NA Delft,2611 NA Delft,2611,185000,1923,62,3,F,43,1,43
1547469248-2657,https://www.funda.nl/koop/verkocht/delft/huis-40426486-klinkerbuurt-3-fase-1-bouwnr-66/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 66) 2628 ZR Delft,2628 ZR Delft,2628,357000,2018,126,5,A,479,1,0
1547469387-2685,https://www.funda.nl/koop/verkocht/delft/huis-40524401-klinkerbuurt-3-fase-2-bouwnr-104/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 104) 2628 ZT Delft,2628 ZT Delft,2628,458500,2018,161,5,A,402,1,0
1547469020-2612,https://www.funda.nl/koop/verkocht/delft/huis-40512481-indiastraat-19/?navigateSource=resultlist,Indiastraat 19 2622 GG Delft,2622 GG Delft,2622,275000,1984,105,5,C,12,1,107
1547469937-2796,https://www.funda.nl/koop/verkocht/delft/huis-40507843-adriaan-pauwstraat-30/?navigateSource=resultlist,Adriaan Pauwstraat 30 2613 DA Delft,2613 DA Delft,2613,375000,1930,112,5,F,140,1,140
1547468715-2552,https://www.funda.nl/koop/verkocht/delft/huis-40660611-insulindeweg-13/?navigateSource=resultlist,Insulindeweg 13 2612 EL Delft,2612 EL Delft,2612,545000,1935,156,7,F,5,3,152
1547467337-2284,https://www.funda.nl/koop/verkocht/delft/huis-49383424-gelukkig-slot-bouwnr-19/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 19) 2614 SR Delft,2614 SR Delft,2614,375000,2018,131,5,A,340,1,0
1547469564-2721,https://www.funda.nl/koop/verkocht/delft/huis-40861023-van-renswoudestraat-34/?navigateSource=resultlist,Van Renswoudestraat 34 2612 HZ Delft,2612 HZ Delft,2612,339000,1930,95,4,E,64,3,64
1547467558-2327,https://www.funda.nl/koop/verkocht/delft/huis-49344457-sint-olofslaan-20/?navigateSource=resultlist,Sint Olofslaan 20 2613 EJ Delft,2613 EJ Delft,2613,232500,1896,81,4,F,49,1,49
1547468269-2466,https://www.funda.nl/koop/verkocht/delft/huis-40530554-troelstralaan-236/?navigateSource=resultlist,Troelstralaan 236 2624 GB Delft,2624 GB Delft,2624,219500,1991,96,4,C,7,3,110
1547468302-2472,https://www.funda.nl/koop/verkocht/delft/huis-40662800-hugo-de-grootstraat-162/?navigateSource=resultlist,Hugo de Grootstraat 162 2613 TZ Delft,2613 TZ Delft,2613,450000,1923,123,5,F,10,1,125
1547467783-2371,https://www.funda.nl/koop/verkocht/delft/huis-49316828-houthaak-14/?navigateSource=resultlist,Houthaak 14 2611 LE Delft,2611 LE Delft,2611,189000,1906,61,3,F,38,1,38
1547468554-2520,https://www.funda.nl/koop/verkocht/delft/huis-86042947-dijkshoornseweg-199/?navigateSource=resultlist,Dijkshoornseweg 199 2614 KC Delft,2614 KC Delft,2614,237000,1915,83,4,F,116,1,116
1547467835-2381,https://www.funda.nl/koop/verkocht/delft/huis-40571410-raam-14/?navigateSource=resultlist,Raam 14 2611 LT Delft,2611 LT Delft,2611,235000,1882,90,5,F,60,1,60
1547468040-2422,https://www.funda.nl/koop/verkocht/delft/huis-86982314-hendrik-marsmanlaan-132/?navigateSource=resultlist,Hendrik Marsmanlaan 132 2624 TM Delft,2624 TM Delft,2624,325000,1965,146,6,C,15,1,188
1547469676-2743,https://www.funda.nl/koop/verkocht/delft/huis-40596742-burgemeestersrand-194/?navigateSource=resultlist,Burgemeestersrand 194 2625 NZ Delft,2625 NZ Delft,2625,305000,1998,112,5,B,152,1,152
1547468783-2565,https://www.funda.nl/koop/verkocht/delft/huis-40589913-floris-bouwnr-8/?navigateSource=resultlist,Floris (Bouwnr. 8) 2613 JV Delft,2613 JV Delft,2613,540000,2018,152,6,A,565,1,0
1547468886-2586,https://www.funda.nl/koop/verkocht/delft/huis-40695674-hof-van-delftlaan-55/?navigateSource=resultlist,Hof van Delftlaan 55 2613 BK Delft,2613 BK Delft,2613,400000,1944,131,6,F,8,1,144
1547470114-2831,https://www.funda.nl/koop/verkocht/delft/huis-40909461-sint-eustatiusstraat-3/?navigateSource=resultlist,Sint Eustatiusstraat 3 2612 HA Delft,2612 HA Delft,2612,625000,1958,150,5,F,3,2,365
1547466944-2207,https://www.funda.nl/koop/verkocht/delft/huis-49233757-laan-van-bentvelsen/?navigateSource=resultlist,Laan van Bentvelsen 2614 KH Delft,2614 KH Delft,2614,367500,2018,130,5,A,438,1,0
1547467043-2225,https://www.funda.nl/koop/verkocht/delft/huis-40428303-oranjestraat-33-35/?navigateSource=resultlist,Oranjestraat 33 35 2611 SX Delft,2611 SX Delft,2611,385000,1906,118,6,D,114,3,93
1547468089-2431,https://www.funda.nl/koop/verkocht/delft/huis-40525239-nieuwe-langendijk-38/?navigateSource=resultlist,Nieuwe Langendijk 38 2611 VK Delft,2611 VK Delft,2611,235000,1906,68,4,F,50,1,50
1547468657-2541,https://www.funda.nl/koop/verkocht/delft/huis-40626837-eliza-dorusstraat-17/?navigateSource=resultlist,Eliza Dorusstraat 17 2613 ED Delft,2613 ED Delft,2613,245000,1891,70,3,E,57,1,57
1547469211-2649,https://www.funda.nl/koop/verkocht/delft/huis-40426478-klinkerbuurt-3-fase-1-bouwnr-58/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 58) 2628 ZR Delft,2628 ZR Delft,2628,364000,2018,126,5,A,481,1,0
1547469490-2706,https://www.funda.nl/koop/verkocht/delft/huis-40524422-klinkerbuurt-3-fase-2-bouwnr-97/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 97) 2628 ZT Delft,2628 ZT Delft,2628,370000,2018,126,4,A,315,1,0
1547468680-2545,https://www.funda.nl/koop/verkocht/delft/huis-40685553-van-den-berghof-2/?navigateSource=resultlist,Van den Berghof 2 2625 NN Delft,2625 NN Delft,2625,429000,1999,140,4,B,241,2,241
1547469029-2614,https://www.funda.nl/koop/verkocht/delft/huis-40677651-indiastraat-25/?navigateSource=resultlist,Indiastraat 25 2622 GG Delft,2622 GG Delft,2622,299500,1984,109,6,B,10,3,107
1547469075-2622,https://www.funda.nl/koop/verkocht/delft/huis-40739610-frederik-matthesstraat-26/?navigateSource=resultlist,Frederik Matthesstraat 26 2613 ZZ Delft,2613 ZZ Delft,2613,319000,1880,80,3,F,151,1,151
1547468084-2430,https://www.funda.nl/koop/verkocht/delft/huis-40597838-pelikaansingel-121/?navigateSource=resultlist,Pelikaansingel 121 2623 JL Delft,2623 JL Delft,2623,275000,1987,105,5,C,108,3,108
1547469220-2651,https://www.funda.nl/koop/verkocht/delft/huis-40426470-klinkerbuurt-3-fase-1-bouwnr-60/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 60) 2628 ZR Delft,2628 ZR Delft,2628,357000,2018,126,5,A,479,1,0
1547469001-2608,https://www.funda.nl/koop/verkocht/delft/huis-40875445-glenn-millerstraat-16/?navigateSource=resultlist,Glenn Millerstraat 16 2625 WM Delft,2625 WM Delft,2625,279000,2011,95,4,A,15,1,0
1547469318-2671,https://www.funda.nl/koop/verkocht/delft/huis-40426490-klinkerbuurt-3-fase-1-bouwnr-80/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 80) 2628 ZR Delft,2628 ZR Delft,2628,370000,2018,126,5,A,512,1,0
1547467745-2363,https://www.funda.nl/koop/verkocht/delft/huis-40598439-hovenierstraat-24/?navigateSource=resultlist,Hovenierstraat 24 2613 RN Delft,2613 RN Delft,2613,300000,1878,97,3,F,64,1,64
1547468955-2599,https://www.funda.nl/koop/verkocht/delft/huis-40676785-nieuwe-schoolstraat-40/?navigateSource=resultlist,Nieuwe Schoolstraat 40 2613 SJ Delft,2613 SJ Delft,2613,450000,1883,122,5,C,85,1,85
1547469620-2732,https://www.funda.nl/koop/verkocht/delft/huis-40868590-eliza-dorusstraat-34/?navigateSource=resultlist,Eliza Dorusstraat 34 2613 EE Delft,2613 EE Delft,2613,275000,1891,74,4,C,51,1,51
1547469146-2636,https://www.funda.nl/koop/verkocht/delft/huis-40426403-klinkerbuurt-3-fase-1-bouwnr-57/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 57) 2628 ZR Delft,2628 ZR Delft,2628,581000,2018,200,6,A,500,1,0
1547468652-2540,https://www.funda.nl/koop/verkocht/delft/huis-40608982-kiekendiefhof-7/?navigateSource=resultlist,Kiekendiefhof 7 2623 PB Delft,2623 PB Delft,2623,210000,1980,74,3,C,154,2,154
1547469118-2631,https://www.funda.nl/koop/verkocht/delft/huis-40426463-klinkerbuurt-3-fase-1-bouwnr-118/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 118) 2628 ZR Delft,2628 ZR Delft,2628,489500,2018,161,6,A,613,1,0
1547467085-2233,https://www.funda.nl/koop/verkocht/delft/huis-49273289-vrouwjuttenland-47/?navigateSource=resultlist,Vrouwjuttenland 47 2611 LB Delft,2611 LB Delft,2611,645000,1906,144,7,E,7,1,80
1547468900-2588,https://www.funda.nl/koop/verkocht/delft/huis-40589054-guldenwater-5-bouwnr-501/?navigateSource=resultlist,Guldenwater 5 (Bouwnr. 501) 2613 JV Delft,2613 JV Delft,2613,705000,2018,199,7,A,570,1,0
1547467449-2305,https://www.funda.nl/koop/verkocht/delft/huis-40439697-vlamingstraat-69/?navigateSource=resultlist,Vlamingstraat 69 2611 KS Delft,2611 KS Delft,2611,400000,1650,85,4,C,2,1,85
1547469769-2762,https://www.funda.nl/koop/verkocht/delft/huis-40815465-zaaihoek-8/?navigateSource=resultlist,Zaaihoek 8 2614 WX Delft,2614 WX Delft,2614,729500,1996,195,5,B,232,1,232
1547470012-2811,https://www.funda.nl/koop/verkocht/delft/huis-40982138-amazoneweg-44/?navigateSource=resultlist,Amazoneweg 44 2622 DS Delft,2622 DS Delft,2622,295000,1993,118,4,B,7,1,106
1547469215-2650,https://www.funda.nl/koop/verkocht/delft/huis-40426479-klinkerbuurt-3-fase-1-bouwnr-59/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 59) 2628 ZR Delft,2628 ZR Delft,2628,357000,2018,126,5,A,479,1,0
1547468853-2579,https://www.funda.nl/koop/verkocht/delft/huis-40623136-troelstralaan-232/?navigateSource=resultlist,Troelstralaan 232 2624 GB Delft,2624 GB Delft,2624,225000,1991,96,4,C,7,3,110
1547469271-2662,https://www.funda.nl/koop/verkocht/delft/huis-40426481-klinkerbuurt-3-fase-1-bouwnr-71/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 71) 2628 ZR Delft,2628 ZR Delft,2628,386500,2018,126,5,A,515,1,0
1547467646-2345,https://www.funda.nl/koop/verkocht/delft/huis-40448154-mienette-stormstraat-39/?navigateSource=resultlist,Mienette Stormstraat 39 2614 HR Delft,2614 HR Delft,2614,275000,1987,110,5,C,115,1,115
1547467404-2297,https://www.funda.nl/koop/verkocht/delft/huis-40484561-tak-van-poortvlietstraat-21/?navigateSource=resultlist,Tak van Poortvlietstraat 21 2613 WG Delft,2613 WG Delft,2613,315000,1938,100,5,F,114,3,114
1547469741-2756,https://www.funda.nl/koop/verkocht/delft/huis-40810167-harmenkokslaan-33/?navigateSource=resultlist,Harmenkokslaan 33 2611 TN Delft,2611 TN Delft,2611,299500,1886,75,3,F,51,1,51
1547467002-2217,https://www.funda.nl/koop/verkocht/delft/huis-40459637-mexicohof-11/?navigateSource=resultlist,Mexicohof 11 2622 AE Delft,2622 AE Delft,2622,239500,1981,117,4,C,123,1,123
1547468154-2444,https://www.funda.nl/koop/verkocht/delft/huis-40532433-verwersdijk-28/?navigateSource=resultlist,Verwersdijk 28 2611 NH Delft,2611 NH Delft,2611,325000,1898,101,3,E,102,1,102
1547470105-2829,https://www.funda.nl/koop/verkocht/delft/huis-40614200-khartoemstraat-1/?navigateSource=resultlist,Khartoemstraat 1 2622 DA Delft,2622 DA Delft,2622,260000,1983,83,4,C,203,2,203
1547467955-2405,https://www.funda.nl/koop/verkocht/delft/huis-49378009-marlot-de-jager-bouwnr-16/?navigateSource=resultlist,Marlot De Jager (Bouwnr. 16) 2614 Delft,2614 Delft,2614,362000,2018,142,5,A,383,1,0
1547469429-2693,https://www.funda.nl/koop/verkocht/delft/huis-40524419-klinkerbuurt-3-fase-2-bouwnr-112/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 112) 2628 ZS Delft,2628 ZS Delft,2628,494425,2018,161,5,A,402,1,0
1547468756-2559,https://www.funda.nl/koop/verkocht/delft/huis-40589907-floris-bouwnr-2/?navigateSource=resultlist,Floris (Bouwnr. 2) 2613 JV Delft,2613 JV Delft,2613,555000,2018,148,6,A,550,4,0
1547469644-2737,https://www.funda.nl/koop/verkocht/delft/huis-40710084-molenweide-77/?navigateSource=resultlist,Molenweide 77 2614 LJ Delft,2614 LJ Delft,2614,489000,2007,181,5,A,38,1,38
1547467865-2387,https://www.funda.nl/koop/verkocht/delft/huis-49375815-coudenhovelaan-5/?navigateSource=resultlist,Coudenhovelaan 5 2625 PE Delft,2625 PE Delft,2625,319000,1998,116,5,B,5,1,165
1547469639-2736,https://www.funda.nl/koop/verkocht/delft/huis-40885311-gabonstraat-21/?navigateSource=resultlist,Gabonstraat 21 2622 DL Delft,2622 DL Delft,2622,325000,1990,130,5,C,13,1,128
1547468227-2457,https://www.funda.nl/koop/verkocht/delft/huis-40689530-koepoortstraat-37/?navigateSource=resultlist,Koepoortstraat 37 2612 HS Delft,2612 HS Delft,2612,259000,1905,76,4,F,62,1,62
1547467736-2362,https://www.funda.nl/koop/verkocht/delft/huis-49024119-wissingstraat-15/?navigateSource=resultlist,Wissingstraat 15 2628 ZR Delft,2628 ZR Delft,2628,435000,2017,164,7,A,637,1,0
1547468697-2548,https://www.funda.nl/koop/verkocht/delft/huis-40629964-raam-8/?navigateSource=resultlist,Raam 8 2611 LT Delft,2611 LT Delft,2611,225000,1850,78,4,F,56,1,56
1547469332-2674,https://www.funda.nl/koop/verkocht/delft/huis-49371510-oude-delft-212/?navigateSource=resultlist,Oude Delft 212 2611 HJ Delft,2611 HJ Delft,2611,799000,1906,250,10,E,150,1,150
1547469522-2712,https://www.funda.nl/koop/verkocht/delft/huis-40694009-sibeliuslaan-5/?navigateSource=resultlist,Sibeliuslaan 5 2625 ZC Delft,2625 ZC Delft,2625,250000,1991,84,4,C,102,1,102
1547467295-2275,https://www.funda.nl/koop/verkocht/delft/huis-49383415-gelukkig-slot-bouwnr-26/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 26) 2614 SR Delft,2614 SR Delft,2614,625000,2018,188,5,A,505,1,0
1547469923-2793,https://www.funda.nl/koop/verkocht/delft/huis-40877826-hazenlaan-25/?navigateSource=resultlist,Hazenlaan 25 2623 BG Delft,2623 BG Delft,2623,225000,1977,83,3,C,142,1,142
1547467022-2221,https://www.funda.nl/koop/verkocht/delft/huis-49393101-raamstraat-122/?navigateSource=resultlist,Raamstraat 122 2613 SG Delft,2613 SG Delft,2613,300000,1934,92,4,F,66,1,66
1547468394-2489,https://www.funda.nl/koop/verkocht/delft/huis-40521727-jan-de-wittstraat-5/?navigateSource=resultlist,Jan de Wittstraat 5 2613 TP Delft,2613 TP Delft,2613,235000,1923,76,4,G,101,2,101
1547467258-2268,https://www.funda.nl/koop/verkocht/delft/huis-49383408-gelukkig-slot-bouwnr-35/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 35) 2614 SR Delft,2614 SR Delft,2614,480000,2018,175,5,A,470,1,0
1547468997-2607,https://www.funda.nl/koop/verkocht/delft/huis-40762810-azielaan-309/?navigateSource=resultlist,Aziëlaan 309 2622 JM Delft,2622 JM Delft,2622,315000,1989,134,6,C,6,1,124
1547469453-2698,https://www.funda.nl/koop/verkocht/delft/huis-40524424-klinkerbuurt-3-fase-2-bouwnr-83/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 83) 2628 ZT Delft,2628 ZT Delft,2628,363000,2018,126,4,A,315,1,0
1547469704-2749,https://www.funda.nl/koop/verkocht/delft/huis-40665472-graswinckelstraat-39/?navigateSource=resultlist,Graswinckelstraat 39 2613 PV Delft,2613 PV Delft,2613,223500,1882,60,3,F,60,1,60
1547468107-2435,https://www.funda.nl/koop/verkocht/delft/huis-40531278-de-kringloop-24/?navigateSource=resultlist,De Kringloop 24 2614 WH Delft,2614 WH Delft,2614,339000,1992,127,5,B,6,1,105
1547467160-2248,https://www.funda.nl/koop/verkocht/delft/huis-49383488-gelukkig-slot-bouwnr-1/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 1) 2614 SR Delft,2614 SR Delft,2614,360000,2018,125,7,A,340,1,0
1547468506-2511,https://www.funda.nl/koop/verkocht/delft/huis-40590962-karibastraat-47/?navigateSource=resultlist,Karibastraat 47 2622 LK Delft,2622 LK Delft,2622,247500,1991,88,4,C,149,1,149
1547467333-2283,https://www.funda.nl/koop/verkocht/delft/huis-49383423-gelukkig-slot-bouwnr-18/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 18) 2614 SR Delft,2614 SR Delft,2614,375000,2018,131,5,A,340,1,0
1547467109-2238,https://www.funda.nl/koop/verkocht/delft/huis-40481711-willem-de-zwijgerstraat-2/?navigateSource=resultlist,Willem de Zwijgerstraat 2 2628 SP Delft,2628 SP Delft,2628,675000,1910,181,7,C,156,1,156
1547469807-2769,https://www.funda.nl/koop/verkocht/delft/huis-40804513-rietveld-141/?navigateSource=resultlist,Rietveld 141 2611 LJ Delft,2611 LJ Delft,2611,450000,1906,95,5,F,15,1,210
1547469192-2646,https://www.funda.nl/koop/verkocht/delft/huis-40426475-klinkerbuurt-3-fase-1-bouwnr-130/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 130) 2628 ZR Delft,2628 ZR Delft,2628,432500,2018,161,6,A,613,1,0
1547468978-2603,https://www.funda.nl/koop/verkocht/delft/huis-40674106-gerbrandylaan-38/?navigateSource=resultlist,Gerbrandylaan 38 2625 LR Delft,2625 LR Delft,2625,695000,1970,208,7,E,6,1,661
1547468079-2429,https://www.funda.nl/koop/verkocht/delft/huis-40653608-raam-15/?navigateSource=resultlist,Raam 15 2611 LS Delft,2611 LS Delft,2611,265000,1870,60,2,F,68,1,68
1547467016-2220,https://www.funda.nl/koop/verkocht/delft/huis-40491597-arnoldstraat-14/?navigateSource=resultlist,Arnoldstraat 14 2613 DW Delft,2613 DW Delft,2613,230000,1930,87,4,F,20,1,51
1547467516-2318,https://www.funda.nl/koop/verkocht/delft/huis-40416842-carthuyzerstraat-1/?navigateSource=resultlist,Carthuyzerstraat 1 2613 PA Delft,2613 PA Delft,2613,250000,1899,76,4,F,23,1,62
1547468702-2549,https://www.funda.nl/koop/verkocht/delft/huis-40612716-laan-van-overvest-35/?navigateSource=resultlist,Laan van Overvest 35 2613 DK Delft,2613 DK Delft,2613,245000,1900,66,3,F,43,1,43
1547468297-2471,https://www.funda.nl/koop/verkocht/delft/huis-40668714-hof-van-zilverlicht-73/?navigateSource=resultlist,Hof van Zilverlicht 73 2614 TV Delft,2614 TV Delft,2614,279500,1995,108,4,B,8,1,93
1547467731-2361,https://www.funda.nl/koop/verkocht/delft/huis-49024117-wissingstraat-11/?navigateSource=resultlist,Wissingstraat 11 2628 ZR Delft,2628 ZR Delft,2628,440000,2018,164,7,A,637,1,0
1547469541-2716,https://www.funda.nl/koop/verkocht/delft/huis-40893642-charlotte-de-bourbonstraat-6/?navigateSource=resultlist,Charlotte de Bourbonstraat 6 2628 BN Delft,2628 BN Delft,2628,695000,1959,152,7,F,32,1,451
1547468308-2473,https://www.funda.nl/koop/verkocht/delft/huis-40621556-buitenwatersloot-195/?navigateSource=resultlist,Buitenwatersloot 195 2613 TE Delft,2613 TE Delft,2613,235000,1930,56,3,F,58,1,58
1547468399-2490,https://www.funda.nl/koop/verkocht/delft/huis-40663340-oostsingel-106/?navigateSource=resultlist,Oostsingel 106 2612 HG Delft,2612 HG Delft,2612,475000,1906,130,7,F,121,3,121
1547469373-2682,https://www.funda.nl/koop/verkocht/delft/huis-40524408-klinkerbuurt-3-fase-2-bouwnr-101/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 101) 2628 ZT Delft,2628 ZT Delft,2628,455000,2018,161,5,A,402,1,0
1547469933-2795,https://www.funda.nl/koop/verkocht/delft/huis-40873508-hof-van-delftlaan-120/?navigateSource=resultlist,Hof van Delftlaan 120 2613 BS Delft,2613 BS Delft,2613,525000,1935,139,6,F,3,1,115
1547468760-2560,https://www.funda.nl/koop/verkocht/delft/huis-40589908-floris-bouwnr-3/?navigateSource=resultlist,Floris (Bouwnr. 3) 2613 JV Delft,2613 JV Delft,2613,575000,2018,149,6,A,550,1,0
1547468802-2569,https://www.funda.nl/koop/verkocht/delft/huis-40692026-sandinoweg-65/?navigateSource=resultlist,Sandinoweg 65 2622 DW Delft,2622 DW Delft,2622,329500,1993,144,6,B,120,1,120
1547468905-2589,https://www.funda.nl/koop/verkocht/delft/huis-40589055-guldenwater-5-bouwnr-502/?navigateSource=resultlist,Guldenwater 5 (Bouwnr. 502) 2613 JV Delft,2613 JV Delft,2613,715000,2018,199,7,A,570,1,0
1547467174-2251,https://www.funda.nl/koop/verkocht/delft/huis-49383480-gelukkig-slot-bouwnr-3/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 3) 2614 SR Delft,2614 SR Delft,2614,345000,2018,125,7,A,340,1,0
1547469327-2673,https://www.funda.nl/koop/verkocht/delft/huis-40898800-harmenkokslaan-60/?navigateSource=resultlist,Harmenkokslaan 60 2611 TS Delft,2611 TS Delft,2611,375000,1896,111,4,F,79,2,72
1547468959-2600,https://www.funda.nl/koop/verkocht/delft/huis-40612709-kolk-18/?navigateSource=resultlist,Kolk 18 2611 KD Delft,2611 KD Delft,2611,845000,1906,188,5,C,23,2,109
